merchant_id,merchant_segment,region,month,transaction_volume,gross_revenue,operating_cost,chargebacks,sla_breaches,budget_revenue
63,SME,APAC,2025-03-01,27242,435.87,277.07,69,0,437.99
63,SME,APAC,2025-04-01,30390,486.24,245.45,88,0,460.94
63,SME,APAC,2025-05-01,29148,466.37,300.74,76,1,492.13
63,SME,APAC,2025-06-01,27062,432.99,284.72,107,1,432.66
64,SME,EMEA,2025-01-01,33398,534.37,319.66,39,1,505.89
64,SME,EMEA,2025-02-01,31259,500.14,327.82,48,0,497.64
64,SME,EMEA,2025-03-01,30858,493.73,241.72,33,1,509.71
64,SME,EMEA,2025-04-01,27962,447.39,313.89,52,1,438.07
64,SME,EMEA,2025-05-01,27338,437.41,287.54,65,0,428.3
64,SME,EMEA,2025-06-01,27034,432.54,230.66,63,0,445.1
65,Mid-Market,APAC,2025-01-01,152461,1829.53,1041.39,173,3,1793.25
65,Mid-Market,APAC,2025-02-01,159695,1916.34,1026.8,190,3,1890.5
65,Mid-Market,APAC,2025-03-01,167317,2007.8,1329.02,638,4,1992.29
65,Mid-Market,APAC,2025-04-01,160258,1923.1,971.2,359,1,1866.45
65,Mid-Market,APAC,2025-05-01,149127,1789.52,874.53,427,1,1715.65
65,Mid-Market,APAC,2025-06-01,150850,1810.2,988.18,332,1,1781.13
66,SME,APAC,2025-01-01,26667,426.67,227.52,28,1,426.79
66,SME,APAC,2025-02-01,25440,407.04,291.24,72,2,419.02
66,SME,APAC,2025-03-01,26830,429.28,270.25,60,0,436.42
66,SME,APAC,2025-04-01,25884,414.14,297.89,55,2,423.23
66,SME,APAC,2025-05-01,24738,395.81,256.9,35,0,405.15
66,SME,APAC,2025-06-01,26837,429.39,222.08,46,1,418.8
67,Enterprise,EMEA,2025-01-01,277417,2496.75,1234.39,768,10,2416.33
67,Enterprise,EMEA,2025-02-01,255469,2299.22,1109.8,1011,5,2351.12
67,Enterprise,EMEA,2025-03-01,298306,2684.75,1852.67,435,6,2631.34
67,Enterprise,EMEA,2025-04-01,272864,2455.78,1238.16,757,5,2416.21
67,Enterprise,EMEA,2025-05-01,276439,2487.95,1270.75,1048,9,2624.61
67,Enterprise,EMEA,2025-06-01,267819,2410.37,1192.1,708,9,2473.26
68,SME,EMEA,2025-01-01,29804,476.86,314.23,37,1,500.36
68,SME,EMEA,2025-02-01,36719,587.5,387.87,68,2,594.95
68,SME,EMEA,2025-03-01,35788,572.61,405.15,45,0,567.55
68,SME,EMEA,2025-04-01,30190,483.04,286.84,81,0,484.69
68,SME,EMEA,2025-05-01,34853,557.65,382.73,97,0,562.74
68,SME,EMEA,2025-06-01,33263,532.21,287.89,56,2,531.69
69,SME,EMEA,2025-01-01,27509,440.14,292.05,64,2,438.49
69,SME,EMEA,2025-02-01,27472,439.55,237.22,100,0,436.97
69,SME,EMEA,2025-03-01,28704,459.26,288.19,71,1,481.11
69,SME,EMEA,2025-04-01,28651,458.42,285.81,66,0,457.61
69,SME,EMEA,2025-05-01,31723,507.57,297.97,70,0,543.06
69,SME,EMEA,2025-06-01,29498,471.97,228.39,114,2,468.21
70,SME,India,2025-01-01,27177,434.83,231.88,36,1,436.38
70,SME,India,2025-02-01,28909,462.54,244.81,68,0,467.79
70,SME,India,2025-03-01,24733,395.73,281.56,59,0,386.68
70,SME,India,2025-04-01,27315,437.04,236.81,41,1,426.01
70,SME,India,2025-05-01,27925,446.8,283.19,84,0,451.59
70,SME,India,2025-06-01,29053,464.85,327.74,55,0,453.21
71,Mid-Market,India,2025-01-01,107756,1293.07,829.63,195,1,1313.35
71,Mid-Market,India,2025-02-01,117786,1413.43,832.51,185,2,1394.3
71,Mid-Market,India,2025-03-01,106355,1276.26,743.33,393,1,1321.38
71,Mid-Market,India,2025-04-01,113897,1366.76,932.59,133,2,1384.61
71,Mid-Market,India,2025-05-01,124483,1493.8,739.85,433,4,1493.4
71,Mid-Market,India,2025-06-01,103045,1236.54,698.55,141,1,1245.05
72,SME,Americas,2025-01-01,35144,562.3,400.05,50,1,551.08
72,SME,Americas,2025-02-01,39060,624.96,328.26,48,2,662.71
72,SME,Americas,2025-03-01,38415,614.64,395.04,43,1,613.34
72,SME,Americas,2025-04-01,37395,598.32,421.75,66,0,583.73
72,SME,Americas,2025-05-01,37750,604.0,301.6,120,1,617.57
72,SME,Americas,2025-06-01,36068,577.09,280.72,95,1,580.3
73,Mid-Market,EMEA,2025-01-01,124223,1490.68,987.97,468,4,1462.79
73,Mid-Market,EMEA,2025-02-01,117678,1412.14,710.14,241,3,1540.58
73,Mid-Market,EMEA,2025-03-01,119485,1433.82,784.79,237,4,1445.45
73,Mid-Market,EMEA,2025-04-01,115366,1384.39,729.24,339,2,1373.45
73,Mid-Market,EMEA,2025-05-01,112055,1344.66,698.44,156,3,1358.39
73,Mid-Market,EMEA,2025-06-01,115565,1386.78,971.58,219,1,1415.43
74,Mid-Market,EMEA,2025-01-01,88602,1063.22,651.46,160,1,1031.74
74,Mid-Market,EMEA,2025-02-01,89881,1078.57,597.64,242,0,1034.31
74,Mid-Market,EMEA,2025-03-01,92392,1108.7,551.28,224,1,1081.36
74,Mid-Market,EMEA,2025-04-01,97578,1170.94,829.46,138,6,1160.18
74,Mid-Market,EMEA,2025-05-01,102524,1230.29,621.62,306,0,1242.12
74,Mid-Market,EMEA,2025-06-01,102118,1225.42,644.29,297,2,1262.81
75,SME,EMEA,2025-01-01,34522,552.35,329.68,134,1,521.79
75,SME,EMEA,2025-02-01,31450,503.2,355.36,61,0,512.49
75,SME,EMEA,2025-03-01,28798,460.77,223.99,80,0,472.79
75,SME,EMEA,2025-04-01,30301,484.82,296.25,86,0,498.04
75,SME,EMEA,2025-05-01,29265,468.24,236.19,36,0,471.87
75,SME,EMEA,2025-06-01,31807,508.91,330.71,108,1,511.75
76,Mid-Market,Americas,2025-01-01,128022,1536.26,838.79,138,1,1495.86
76,Mid-Market,Americas,2025-02-01,120062,1440.74,996.92,225,3,1321.9
76,Mid-Market,Americas,2025-03-01,121885,1462.62,937.91,412,3,1378.51
76,Mid-Market,Americas,2025-04-01,115210,1382.52,772.75,286,3,1359.41
76,Mid-Market,Americas,2025-05-01,130088,1561.06,879.02,358,2,1512.89
76,Mid-Market,Americas,2025-06-01,120797,1449.56,742.77,280,1,1476.54
77,SME,APAC,2025-01-01,24414,390.62,273.31,57,1,426.81
77,SME,APAC,2025-02-01,24856,397.7,244.04,39,1,391.66
77,SME,APAC,2025-03-01,25015,400.24,217.91,35,2,392.2
77,SME,APAC,2025-04-01,25606,409.7,204.01,34,1,419.27
77,SME,APAC,2025-05-01,25333,405.33,245.48,94,2,405.56
77,SME,APAC,2025-06-01,24188,387.01,195.13,71,0,383.74
78,SME,APAC,2025-01-01,16152,258.43,172.85,18,2,256.63
78,SME,APAC,2025-02-01,17809,284.94,147.32,46,0,285.5
78,SME,APAC,2025-03-01,17953,287.25,194.52,48,2,298.11
78,SME,APAC,2025-04-01,17122,273.95,153.11,33,0,255.38
78,SME,APAC,2025-05-01,17773,284.37,149.32,19,0,284.63
78,SME,APAC,2025-06-01,17335,277.36,178.34,56,0,264.58
79,Mid-Market,Americas,2025-01-01,123710,1484.52,1065.6,414,2,1498.99
79,Mid-Market,Americas,2025-02-01,139574,1674.89,1121.33,142,4,1620.94
79,Mid-Market,Americas,2025-03-01,116576,1398.91,818.94,272,3,1320.92
79,Mid-Market,Americas,2025-04-01,124437,1493.24,1050.8,335,5,1476.81
79,Mid-Market,Americas,2025-05-01,138252,1659.02,879.4,344,1,1549.76
79,Mid-Market,Americas,2025-06-01,114688,1376.26,703.26,395,4,1426.98
80,SME,EMEA,2025-01-01,27234,435.74,261.08,93,1,460.28
80,SME,EMEA,2025-02-01,29769,476.3,341.56,116,2,483.82
80,SME,EMEA,2025-03-01,27702,443.23,294.17,70,1,443.85
80,SME,EMEA,2025-04-01,28726,459.62,268.31,38,0,453.81
80,SME,EMEA,2025-05-01,30036,480.58,236.3,31,0,490.73
80,SME,EMEA,2025-06-01,31413,502.61,337.19,52,1,488.39
81,Enterprise,EMEA,2025-01-01,397004,3573.04,1998.06,957,8,3632.04
81,Enterprise,EMEA,2025-02-01,399216,3592.94,2522.97,1144,12,3462.26
81,Enterprise,EMEA,2025-03-01,406772,3660.95,2040.46,879,9,3678.69
81,Enterprise,EMEA,2025-04-01,462378,4161.4,2775.84,868,4,4295.7
81,Enterprise,EMEA,2025-05-01,434796,3913.16,2289.97,808,4,3876.5
81,Enterprise,EMEA,2025-06-01,393310,3539.79,1868.12,659,8,3397.94
82,Mid-Market,India,2025-01-01,130031,1560.37,999.3,348,3,1635.52
82,Mid-Market,India,2025-02-01,142659,1711.91,1067.76,320,1,1765.0
82,Mid-Market,India,2025-03-01,124000,1488.0,1001.56,322,1,1513.94
82,Mid-Market,India,2025-04-01,129949,1559.39,767.9,424,2,1637.82
82,Mid-Market,India,2025-05-01,140411,1684.93,893.76,270,1,1724.61
82,Mid-Market,India,2025-06-01,138012,1656.14,960.71,502,0,1561.84
83,Enterprise,APAC,2025-01-01,360082,3240.74,1882.07,588,6,3187.56
83,Enterprise,APAC,2025-02-01,384933,3464.4,1930.67,1044,4,3279.93
83,Enterprise,APAC,2025-03-01,412826,3715.43,1867.72,843,5,3803.1
83,Enterprise,APAC,2025-04-01,385139,3466.25,2016.18,731,1,3273.59
83,Enterprise,APAC,2025-05-01,402517,3622.65,2333.83,475,14,3608.82
83,Enterprise,APAC,2025-06-01,382581,3443.23,2356.03,877,12,3590.9
84,Mid-Market,Americas,2025-01-01,132075,1584.9,1086.54,334,0,1541.78
84,Mid-Market,Americas,2025-02-01,128111,1537.33,1061.27,247,1,1529.54
84,Mid-Market,Americas,2025-03-01,117952,1415.42,934.62,282,1,1436.14
84,Mid-Market,Americas,2025-04-01,131457,1577.48,819.69,521,1,1527.92
84,Mid-Market,Americas,2025-05-01,131995,1583.94,1060.62,334,5,1526.31
84,Mid-Market,Americas,2025-06-01,130821,1569.85,938.63,407,0,1565.82
85,Enterprise,EMEA,2025-01-01,400747,3606.72,1927.02,1031,7,3587.4
85,Enterprise,EMEA,2025-02-01,429675,3867.07,2462.32,1266,3,3776.37
85,Enterprise,EMEA,2025-03-01,399268,3593.41,1878.53,423,8,3661.58
85,Enterprise,EMEA,2025-04-01,423107,3807.96,2218.8,778,8,3626.61
85,Enterprise,EMEA,2025-05-01,401418,3612.76,2275.49,974,6,3544.28
85,Enterprise,EMEA,2025-06-01,413510,3721.59,2396.01,1210,9,3787.5
86,SME,APAC,2025-01-01,27932,446.91,261.45,87,0,428.89
86,SME,APAC,2025-02-01,27897,446.35,286.65,56,1,452.51
86,SME,APAC,2025-03-01,27225,435.6,273.92,65,0,423.25
86,SME,APAC,2025-04-01,29169,466.7,237.44,116,0,467.3
86,SME,APAC,2025-05-01,29756,476.1,230.81,67,2,455.0
86,SME,APAC,2025-06-01,27089,433.42,310.7,96,1,429.27
87,Mid-Market,APAC,2025-01-01,140679,1688.15,1061.54,271,1,1708.58
87,Mid-Market,APAC,2025-02-01,135883,1630.6,1099.79,423,5,1706.93
87,Mid-Market,APAC,2025-03-01,132076,1584.91,941.26,474,2,1572.75
87,Mid-Market,APAC,2025-04-01,139817,1677.8,1071.29,320,2,1668.85
87,Mid-Market,APAC,2025-05-01,128895,1546.74,950.34,336,3,1482.58
87,Mid-Market,APAC,2025-06-01,133500,1602.0,782.81,332,1,1597.48
88,SME,Americas,2025-01-01,11306,180.9,95.12,31,0,181.4
88,SME,Americas,2025-02-01,9953,159.25,79.92,36,0,161.14
88,SME,Americas,2025-03-01,10315,165.04,116.63,32,0,156.54
88,SME,Americas,2025-04-01,10382,166.11,117.48,13,0,168.91
88,SME,Americas,2025-05-01,10991,175.86,113.74,20,0,169.11
88,SME,Americas,2025-06-01,11202,179.23,104.62,16,1,176.6
89,SME,EMEA,2025-01-01,10048,160.77,82.55,24,1,157.27
89,SME,EMEA,2025-02-01,9808,156.93,84.15,20,0,159.88
89,SME,EMEA,2025-03-01,9608,153.73,110.33,38,1,156.69
89,SME,EMEA,2025-04-01,10788,172.61,92.7,11,0,185.28
89,SME,EMEA,2025-05-01,9610,153.76,80.46,30,0,160.0
89,SME,EMEA,2025-06-01,11707,187.31,114.11,18,0,185.94
90,SME,India,2025-01-01,28136,450.18,316.54,31,1,450.35
90,SME,India,2025-02-01,28816,461.06,231.02,91,0,450.61
90,SME,India,2025-03-01,26133,418.13,291.26,88,2,433.18
90,SME,India,2025-04-01,28239,451.82,272.27,58,1,440.46
90,SME,India,2025-05-01,28560,456.96,312.21,61,1,456.2
90,SME,India,2025-06-01,27535,440.56,309.24,67,0,435.17
91,SME,APAC,2025-01-01,18985,303.76,194.58,50,0,315.69
91,SME,APAC,2025-02-01,21057,336.91,185.41,81,0,328.78
91,SME,APAC,2025-03-01,18753,300.05,194.7,27,1,302.02
91,SME,APAC,2025-04-01,19966,319.46,206.64,74,0,322.46
91,SME,APAC,2025-05-01,19484,311.74,181.03,29,0,309.35
91,SME,APAC,2025-06-01,19382,310.11,191.57,28,0,299.65
92,SME,APAC,2025-01-01,31780,508.48,356.74,83,1,498.13
92,SME,APAC,2025-02-01,32921,526.74,349.52,115,0,530.74
92,SME,APAC,2025-03-01,32738,523.81,325.74,93,2,531.19
92,SME,APAC,2025-04-01,30022,480.35,265.83,111,0,490.25
92,SME,APAC,2025-05-01,34035,544.56,381.02,86,0,560.37
92,SME,APAC,2025-06-01,30833,493.33,296.04,101,0,473.25
93,Enterprise,Americas,2025-01-01,335548,3019.93,2028.1,1228,10,3028.28
93,Enterprise,Americas,2025-02-01,344088,3096.79,1860.34,1227,5,3179.42
93,Enterprise,Americas,2025-03-01,344989,3104.9,1513.63,1059,7,3127.72
93,Enterprise,Americas,2025-04-01,365145,3286.3,1933.07,592,6,3270.79
93,Enterprise,Americas,2025-05-01,343930,3095.37,1827.17,1336,12,3054.39
93,Enterprise,Americas,2025-06-01,359791,3238.12,1635.23,504,4,3317.56
94,SME,Americas,2025-01-01,24822,397.15,207.31,32,0,406.39
94,SME,Americas,2025-02-01,21635,346.16,217.2,70,1,351.96
94,SME,Americas,2025-03-01,23820,381.12,201.46,73,0,394.01
94,SME,Americas,2025-04-01,25811,412.98,254.48,40,1,400.59
94,SME,Americas,2025-05-01,25050,400.8,209.86,26,0,397.14
94,SME,Americas,2025-06-01,24348,389.57,268.59,68,0,393.66
95,SME,EMEA,2025-01-01,41951,671.22,446.71,50,0,668.28
95,SME,EMEA,2025-02-01,46014,736.22,469.17,154,1,738.3
95,SME,EMEA,2025-03-01,43150,690.4,375.03,153,0,720.53
95,SME,EMEA,2025-04-01,39975,639.6,359.24,57,0,646.53
95,SME,EMEA,2025-05-01,41863,669.81,332.87,45,0,643.13
95,SME,EMEA,2025-06-01,40284,644.54,457.75,147,0,622.54
96,Mid-Market,EMEA,2025-01-01,104005,1248.06,836.62,340,4,1263.41
96,Mid-Market,EMEA,2025-02-01,100426,1205.11,826.24,187,1,1153.88
96,Mid-Market,EMEA,2025-03-01,110397,1324.76,677.14,407,2,1409.08
96,Mid-Market,EMEA,2025-04-01,103718,1244.62,622.61,124,0,1292.32
96,Mid-Market,EMEA,2025-05-01,94600,1135.2,654.68,220,4,1207.4
96,Mid-Market,EMEA,2025-06-01,105625,1267.5,612.12,145,4,1288.56
97,SME,Americas,2025-01-01,36592,585.47,412.37,123,1,613.98
97,SME,Americas,2025-02-01,35159,562.54,353.53,41,0,569.61
97,SME,Americas,2025-03-01,34910,558.56,367.5,122,1,570.37
97,SME,Americas,2025-04-01,32586,521.38,309.58,114,0,524.58
97,SME,Americas,2025-05-01,34617,553.87,333.82,118,0,539.77
97,SME,Americas,2025-06-01,32436,518.98,367.39,106,1,526.78
98,SME,Americas,2025-01-01,9966,159.46,110.7,30,1,151.15
98,SME,Americas,2025-02-01,10756,172.1,92.64,28,2,167.45
98,SME,Americas,2025-03-01,10629,170.06,105.66,15,0,171.81
98,SME,Americas,2025-04-01,10776,172.42,103.95,16,1,181.96
98,SME,Americas,2025-05-01,10387,166.19,115.52,11,0,164.3
98,SME,Americas,2025-06-01,9698,155.17,92.04,34,1,153.26
99,Mid-Market,India,2025-01-01,117646,1411.75,853.46,348,2,1414.92
99,Mid-Market,India,2025-02-01,121089,1453.07,968.9,410,1,1433.74
99,Mid-Market,India,2025-03-01,124909,1498.91,933.72,469,2,1592.97
99,Mid-Market,India,2025-04-01,120409,1444.91,951.04,174,3,1443.67
99,Mid-Market,India,2025-05-01,118107,1417.28,784.02,181,2,1421.54
99,Mid-Market,India,2025-06-01,109563,1314.76,674.66,187,0,1355.98
100,Enterprise,Americas,2025-01-01,354194,3187.75,1964.18,1234,3,3142.71
100,Enterprise,Americas,2025-02-01,324871,2923.84,2043.4,431,4,2845.44
100,Enterprise,Americas,2025-03-01,287821,2590.39,1649.6,858,4,2532.05
100,Enterprise,Americas,2025-04-01,338088,3042.79,1763.42,669,6,3083.71
100,Enterprise,Americas,2025-05-01,321493,2893.44,1838.77,360,11,2934.66
100,Enterprise,Americas,2025-06-01,313175,2818.57,1547.99,814,7,2720.32
